ID,Text,Murder,Homicide,Robbery,Physical Injuries,Rape,Theft,Carnapping,Others
2718,on warm evening at patio restaurant i see a thief unnoticeably snatch a camera left on table by family who went to take photo by sunset thief vanish into evening crowd family return puzzled and disappointed,0,0,0,0,0,1,0,0
2719,at modern cafe with charging stations i see a thief secretly steal phone and laptop left charging while owner chat with friend he unplug device stuff them into bag and walk out man realize theft when he return to find station empty,0,0,0,0,0,1,0,0
2720,i was sketching in quiet art cafe when i see a man covertly pilfer a laptop left on table by woman who went to admire paintings he unplug it and walk out unnoticed woman return to find her laptop missing,0,0,0,0,0,1,0,0
2721,in busy cafe near train station i see a thief quietly swipe a laptop bag left on chair by commuter who went to grab breakfast at counter he casually pick it up and leave commuter was distraught when she discover bag gone minutes later,0,0,0,0,0,1,0,0
2722,at lakeside cafe i observe a thief unnoticeably snatch a laptop and camera left on table by couple who went to take photos by water thief disappear with items leaving couple with a ruined evening when they return,0,0,0,0,0,1,0,0
2723,during jazz night at restaurant i notice a thief secretly steal a tablet left on table by man who went outside for phone call dim lighting and lively atmosphere make it easy for thief to blend in man return shock to find tablet missing,0,0,0,0,0,1,0,0
2724,on rainy afternoon i see a man unnoticeably snatch a handbag left on chair by woman who went to order at counter he dash out into rain before staff notice theft swift and unnoticed,0,0,0,0,0,1,0,0
2725,during local festival i see a thief covertly pilfer a backpack left on chair by man who went to order food thief blend in with crowd and disappear into bustling street man dont notice theft until too late,0,0,0,0,0,1,0,0
2726,at popular brunch spot i see a thief unnoticeably snatch a handbag left on table by mother who went to dessert counter family return unaware of theft leaving them in disbelief,0,0,0,0,0,1,0,0
2727,in dimly lit coffeehouse i see a thief stealthily filch a phone and wallet left on table by woman who went to get napkin thief quickly pocket both items and leave woman return confused and upset to find belongings gone,0,0,0,0,0,1,0,0
2728,during popular band concert at large arena i see a man unnoticeably snatch a wallet from woman handbag while bumping into people around him he vanish into crowd before anyone react,0,0,0,0,0,1,0,0
2729,at packed theater during intermission i see an older man covertly pilfer a smartphone from woman coat pocket while she was engrossed in her phone he blend into crowd leaving woman unaware of theft,0,0,0,0,0,1,0,0
2730,at halftime of major football game i see a teenager unnoticeably snatch a wallet from spectator back pocket while pretending to cheer with crowd they disappear into throng of people before victim realize,0,0,0,0,0,1,0,0
2731,during a boxing match i see a man unnoticeably snatch cash from a woman purse by pretending to adjust his seat he resume watching the match without raising suspicion,0,0,0,0,0,1,0,0
2732,at a sold-out movie premiere i notice a man covertly pilfer valuables from unattended bags while pretending to look for a seat he move silently without anyone noticing,0,0,0,0,0,1,0,0
2733,at a basketball game i see a man secretly steal a purse left on a seat next to a woman who was cheering for her team he quickly disappear without anyone noticing,0,0,0,0,0,1,0,0
2734,during halftime at a soccer match i see a man stealthily filch a phone from a woman jacket pocket and pass it to another person who blend into the crowd,0,0,0,0,0,1,0,0
2735,at an outdoor music festival i see a man quietly swipe a wallet from a girl backpack as he move through the crowd he disappear before anyone notice,0,0,0,0,0,1,0,0
2736,at a late-night movie screening i see a man covertly pilfer wallets and phones from bags left on the floor he move silently through the row unnoticed,0,0,0,0,0,1,0,0
2737,at a music festival i see a man unnoticeably snatch a phone from a girl pocket and melt into the crowd before she realize it was gone,0,0,0,0,0,1,0,0
2738,at a sold-out boxing event i see a man secretly steal a wallet from a woman jacket pocket while high-fiving people around him no one notice until much later,0,0,0,0,0,1,0,0
2739,during intermission at a popular musical i see a man covertly pilfer a wallet from an older woman purse while pretending to stumble and apologize before walking away quickly,0,0,0,0,0,1,0,0
2740,at a football match i see a man stealthily filch a wallet from a guy back pocket while pretending to celebrate with the crowd he disappear quickly,0,0,0,0,0,1,0,0
2741,at a theater performance i see a man secretly steal a wallet from a woman bag while pretending to adjust his seat he leave before the play start,0,0,0,0,0,1,0,0
2742,during a basketball game i see a man unnoticeably snatch a wallet from an open bag while pretending to find his seat he blend into the exiting crowd,0,0,0,0,0,1,0,0
2743,in an airport restroom i see someone quietly swipe my wallet from the counter while i help a woman with the soap dispenser it happen in a brief second,0,0,0,0,0,1,0,0
2744,in a crowded concert restroom i see someone unnoticeably steal my phone from the sink while i was distracted by a call of my name the place was packed,0,0,0,0,0,1,0,0
2745,in a coffee shop restroom i see someone secretly steal my laptop from the changing table while i was using the facilities i realize it too late,0,0,0,0,0,1,0,0
2746,in a department store restroom someone quietly swipe my purse from the counter while i was in the stall the shopping bags were left behind,0,0,0,0,0,1,0,0
2747,in a school bathroom someone covertly pilfer my backpack from the sink while i was in the stall all my books notes and wallet were gone,0,0,0,0,0,1,0,0
2748,in a high-end restaurant restroom someone unnoticeably snatch my watch from the sink ledge while i was washing my hands nobody seem to notice,0,0,0,0,0,1,0,0
2749,in a gym locker room restroom someone stealthily filch my makeup bag from the counter while i grab a towel the place was relatively empty,0,0,0,0,0,1,0,0
2750,during a grocery shopping trip someone covertly pilfer my purse from under some bags in my cart while i was on a quick bathroom break,0,0,0,0,0,1,0,0
2751,at an international airport restroom someone unnoticeably steal my passport from the sink counter while i was rushing between flights,0,0,0,0,0,1,0,0
2752,after a night out at a club someone quietly swipe my expensive heels from the sink while i was changing into flats in the restroom,0,0,0,0,0,1,0,0
2753,in a hotel restroom someone stealthily filch my wedding ring from the counter while i was helping a woman with the hand dryer,0,0,0,0,0,1,0,0
2754,at a rest area restroom someone quietly swipe my camera from the counter while i was distracted by a crying child in the next stall,0,0,0,0,0,1,0,0
2755,at an upscale mall restroom someone covertly pilfer my designer handbag from the back of the stall door while i was using the facilities,0,0,0,0,0,1,0,0
2756,during a bus station layover someone stealthily filch my medication bag from the counter while i was washing my face in the restroom,0,0,0,0,0,1,0,0
2757,after a game at the community center someone unnoticeably snatch my sports bag with all my gear and wallet from the sinks while i was changing,0,0,0,0,0,1,0,0
2758,at a store restroom someone covertly pilfer my package from the sink while i was using the facilities it was small and easily grabbed,0,0,0,0,0,1,0,0
2759,at a train station restroom someone unnoticeably snatch my suitcase from next to the sink while i was washing up it had all my belongings,0,0,0,0,0,1,0,0
2760,in a beachside restroom someone quietly swipe my designer sunglasses from the counter while i was grabbing a tissue the place was crowded,0,0,0,0,0,1,0,0
2761,at an airport lounge restroom someone unnoticeably snatch my vanity case from the counter while i was distracted by a flight announcement,0,0,0,0,0,1,0,0
2762,at a theme park restroom someone quietly swipe my wallet from the toilet paper dispenser while i was distracted in the stall,0,0,0,0,0,1,0,0
2763,at a bar someone subtly swipe a woman's clutch from the counter while she was distracted in conversation he then slip it into his jacket pocket and disappear,0,0,0,0,0,1,0,0
2764,on a packed dance floor one man bump into a woman causing her to drop her phone while she bend down his friend stealthily filch her wallet from her small backpack they then vanish into the crowd,0,0,0,0,0,1,0,0
2765,on a chilly night someone nonchalantly take a high-end leather jacket from the rack near the entrance and slip out the door the owner return minutes later to find it gone,0,0,0,0,0,1,0,0
2766,at a table someone casually slide my friend's purse into his bag while she went to dance we only realize the theft when the waiter came with the check and her wallet was also missing,0,0,0,0,0,1,0,0
2767,as the club was closing someone quickly snatch a woman's purse left behind near the exit while pretending to tie his shoe he then left just as the bouncers began ushering people out,0,0,0,0,0,1,0,0
2768,at a crowded table someone quietly swipe a phone left on the table by a friend while pretending to take a seat he immediately walk off before anyone notice the theft,0,0,0,0,0,1,0,0
2769,at a table someone cleverly swap a friend's phone with a decoy after offering to take a group photo convincing us he knew her it wasn’t until later that we realize the theft,0,0,0,0,0,1,0,0
2770,while holding my friend's purse in a long bathroom line someone subtly bump into me it wasn’t until she return that i realize the zipper was open and her wallet was gone,0,0,0,0,0,1,0,0
2771,at a packed club someone quietly swipe my jacket from a chair while pretending to look for her own coat i noticed too late and she was already gone,0,0,0,0,0,1,0,0
2772,at a crowded high-top table someone subtly grab a phone from the table while pretending to squeeze through the space we only notice the missing phone much later,0,0,0,0,0,1,0,0
2773,someone acting like he knew my friend convince her to hand over her phone to add his number but he bolted with it as soon as he was out of sight,0,0,0,0,0,1,0,0
2774,at a bar someone knock over a woman's drink and use the commotion to covertly pilfer her purse from under her coat while pretending to help clean up,0,0,0,0,0,1,0,0
2775,in a packed bar two men bump into people and unnoticeably snatch phones or wallets from back pockets their coordination made it hard to realize what was happening,0,0,0,0,0,1,0,0
2776,while everyone was focused on a street performer in a bar someone stealthily filch a wallet from a tourist's bag on the floor and left unnoticed,0,0,0,0,0,1,0,0
2777,on the dance floor someone use a friendly hug as cover to pickpocket my friend's wallet only later did we realize what had happened,0,0,0,0,0,1,0,0
2778,at a table someone casually take a phone while pretending to grab his own phone he walk off so smoothly we only realize the theft minutes later,0,0,0,0,0,1,0,0
2779,in a crowded bar someone pose as a bartender took our drink orders and payment upfront but never brought the drinks we realize too late he covertly pilfer our money,0,0,0,0,0,1,0,0
2780,in a crowded elevator someone subtly unzip a woman's bag and unnoticeably snatch her phone slipping it into his pocket before casually strolling out,0,0,0,0,0,1,0,0
2781,in the vip section a well-dressed man casually take a purse left on a chair he was so confident that no one questioned him and he left before anyone noticed,0,0,0,0,0,1,0,0
2782,at the coat check a man pretended to be on the phone causing a distraction he casually took an expensive coat when the attendant handed them back and disappeared into the night,0,0,0,0,0,1,0,0
2783,during the lunch rush at a fast food place someone casually grab a bag from a nearby table and walked out unnoticed it was so smooth that it felt unreal until the owner panicked,0,0,0,0,0,1,0,0
2784,late at night in a fast food place someone bolted out with a wallet after distracting a couple by asking for money they didn't realize the theft until it was too late,0,0,0,0,0,1,0,0
2785,in a fast food place a teen casually took a shopping bag from a table while the family was distracted another teen quickly slipped out the door with it,0,0,0,0,0,1,0,0
2786,in a fast food place a woman quietly swipe a backpack from under the table the man didn't notice it was missing until he finished his meal,0,0,0,0,0,1,0,0
2787,during a busy lunch hour someone quickly took a diaper bag left on a chair and exited through a side door the couple was frantic when they returned to find it gone,0,0,0,0,0,1,0,0
2788,in a fast food place a woman calmly take a briefcase left on a chair while the owner was in the restroom he returned to find it missing,0,0,0,0,0,1,0,0
2789,in a fast food restaurant a woman quickly picked up an unattended laptop bag and walked out without looking back the man noticed too late,0,0,0,0,0,1,0,0
2790,on a rainy day someone quickly grab two unattended shopping bags from under a table and slipped out into the rain before the owner noticed,0,0,0,0,0,1,0,0
2791,i was eating at a fast food place when a man covertly pilfered a purse from a couple's table while pretending to be on the phone the couple didn’t notice the theft until much later,0,0,0,0,0,1,0,0
2792,during a busy lunchtime a woman stealthily filched a gym bag left on a chair by a man who went to the restroom he found it missing when he returned,0,0,0,0,0,1,0,0
2793,in a crowded fast food restaurant a man unnoticeably snatched a backpack from a chair while a family was away getting straws and napkins the family noticed it was missing only later,0,0,0,0,0,1,0,0
2794,one afternoon a man covertly pilfered a handbag left on a chair while a woman threw away her trash the thief vanished into the crowd before she returned,0,0,0,0,0,1,0,0
2795,while having lunch a woman secretly stole a briefcase left on the floor by a man who went to get a drink refill the man found it missing when he returned,0,0,0,0,0,1,0,0
2796,a man covertly pilfered a bag left on a chair by teenagers while they ordered at a fast food restaurant the theft was noticed only after they returned,0,0,0,0,0,1,0,0
2797,a woman unnoticeably snatched a coat left on a chair by a man who went to order food the man discovered it missing when he returned,0,0,0,0,0,1,0,0
2798,a young man stealthily filched a shopping bag left on a chair by a woman who went to the restroom the thief disappeared into the night before she returned,0,0,0,0,0,1,0,0
2799,a woman covertly pilfered a backpack left on the floor by a man who went to get ketchup the thief vanished into the crowd before he returned,0,0,0,0,0,1,0,0
2800,during a busy lunchtime a man secretly stole a diaper bag from a stroller while a family was away getting napkins they noticed it missing only when they were ready to leave,0,0,0,0,0,1,0,0
2801,a man unnoticeably snatched a purse left on a chair by a woman who went to get a drink refill the thief vanished before she returned,0,0,0,0,0,1,0,0
2802,a young woman stealthily filched a laptop bag left on a chair by a man who went to throw away his trash the thief vanished before he returned,0,0,0,0,0,1,0,0
2803,a figure in a dimly lit underpass covertly pilfered my wallet by grabbing my arm and demanding it as i passed the thief sprinted away into the night,0,0,0,0,0,1,0,0
2804,a man in a dimly lit underpass unnoticeably snatched my friend’s purse as we walked by he disappeared into a side alley before we could react,0,0,0,0,0,1,0,0
2805,my bike was stolen from under a bridge where thieves often target secluded areas the lock had been cleanly cut and left behind,0,0,0,0,0,1,0,0
2806,a woman distracted me while her accomplice covertly pilfered my laptop and wallet from my backpack the thieves quickly vanished into the crowd,0,0,0,0,0,1,0,0
2807,a group of teenagers in an underpass secretly stole my phone and money by surrounding me and demanding them i had to report it at the nearest police station,0,0,0,0,0,1,0,0
2808,a man in an unfamiliar underpass secretly stole my briefcase with surprising force before disappearing into nearby alleys,0,0,0,0,0,1,0,0
2809,a person in an underpass covertly pilfered my phone while i was texting they sprinted away into the shadows before i could react,0,0,0,0,0,1,0,0
2810,a man in an underpass secretly stole my phone by pretending to need help and then fleeing after pushing me to the ground,0,0,0,0,0,1,0,0
2811,during rush hour a bump in a crowded underpass was a distraction while someone secretly stole my wallet the thieves blended in with the crowd,0,0,0,0,0,1,0,0
2812,a setup in an underpass involved a man pretending to be unconscious while his accomplices threatened me with a knife and stole my money,0,0,0,0,0,1,0,0
2813,a thief unnoticeably snatched my grocery bag from my hand under a bridge taking my wallet and keys too i had to cancel my cards and change my locks,0,0,0,0,0,1,0,0
2814,in an underpass a group of people surrounded me and covertly pilfered my phone and wallet before disappearing down a narrow alleyway,0,0,0,0,0,1,0,0
2815,a man with a knife unnoticeably snatched my bag in a deserted underpass at night leaving me shaken and alone,0,0,0,0,0,1,0,0
2816,two men in an underpass secretly stole my bike by blocking my path and shoving me off they rode off in opposite directions,0,0,0,0,0,1,0,0
2817,while sitting on a bench under a bridge a person covertly pilfered my backpack and its contents including my wallet and keys,0,0,0,0,0,1,0,0
2818,a man in an underpass covertly pilfered my wallet by pretending to need taxi money after I gave him cash he ran off,0,0,0,0,0,1,0,0
2819,two men in an underpass secretly stole my phone and wallet while threatening me with a knife and then fled in opposite directions,0,0,0,0,0,1,0,0
2820,a thief in an underpass covertly pilfered my briefcase containing sensitive documents without me noticing leaving me in a panic,0,0,0,0,0,1,0,0
2821,walking through an underpass a man dressed as a police officer approached me claiming he needed to search my bag for illegal activity as i handed it over he suddenly grabbed it and ran off leaving me stunned and helpless,0,0,0,0,0,1,0,0
2822,riding a crowded bus on edsa during rush hour a man struggled with his umbrella distracting everyone nearby another man covertly pilfered a samsung galaxy tab from a passenger’s backpack and swiftly exited at the next stop blending into the crowd,0,0,0,0,0,1,0,0
2823,on the lrt 1 heading towards baclaran i saw a young woman engrossed in a conversation on her iphone 13 as the train reached central station a man unnoticeably snatched the phone from her hand and dashed out as the doors opened,0,0,0,0,0,1,0,0
2824,at cubao station on the mrt i noticed a woman stealthily filch a wallet from a man's backpack as we passed through the turnstiles the station was crowded allowing her to slip away into the throng unnoticed,0,0,0,0,0,1,0,0
2825,waiting at recto station i observed a tourist looking lost while another man pretended to help him an accomplice unnoticeably stolen a gopro camera from the tourist's fanny pack while his attention was diverted,0,0,0,0,0,1,0,0
2826,on a jeepney heading to quiapo i watched as two men conspired one bumped into a woman holding a leather purse while the other secretly stole her louis vuitton wallet as the jeepney stopped both men quickly got off,0,0,0,0,0,1,0,0
2827,in a crowded fx van on the way to ortigas a woman quietly swipe a pair of beats headphones from a man’s backpack under the guise of adjusting her seatbelt she exited at the next stop before he noticed,0,0,0,0,0,1,0,0
2828,during the morning rush on the manila subway a woman used the opening doors at ayala station as a distraction to covertly filch a nikon camera from a man's backpack she slipped out just as the doors closed,0,0,0,0,0,1,0,0
2829,on an mrt train heading to shaw boulevard a man created a commotion by loudly asking for directions as everyone was distracted another person quietly swipe an ipod from a passenger’s coat pocket and quickly exited at the next station,0,0,0,0,0,1,0,0
2830,during peak hours at north avenue station a woman unnoticeably snatch a wallet from a man’s back pocket as the train lurched forward pretending to trip she got off at the next station without raising any suspicion,0,0,0,0,0,1,0,0
2831,on a bus in cubao a man posing as a vendor covertly pilfered a sony camera from a passenger’s side bag as he moved through the aisle he quickly got off at the next stop leaving the passenger unaware,0,0,0,0,0,1,0,0
2832,on the lrt near recto station i noticed a man deftly unnoticeably stolen a macbook air from a student's open backpack as the train approached the station he slipped away into the crowd with the laptop concealed under his coat,0,0,0,0,0,1,0,0
2833,on a bus traveling from makati to alabang a man pretended to help another passenger place a bag in the overhead bin but instead stealthily filch a canon dslr camera from the bag before casually returning to his seat,0,0,0,0,0,1,0,0
2834,on the mrt a woman secretly steal a wallet from a man as she got up from her seat at buendia station she walked away with his wallet while he remained unaware until later,0,0,0,0,0,1,0,0
2835,riding an fx on edsa a man quietly swipe a samsung galaxy note from a woman's shoulder bag as they stopped at a traffic light he quickly exited at the next stop before she realized her phone was gone,0,0,0,0,0,1,0,0
2836,on a jeepney in pasay a man pretended to drop his change causing a small commotion his accomplice took advantage and unnoticeably stolen a pair of ray-ban sunglasses from a woman's bag they both got off at the next stop,0,0,0,0,0,1,0,0
2837,on the mrt from taft avenue to cubao a passenger stealthily filch a wallet from a man’s messenger bag as the train slowed for the next station the thief exited just as the doors opened leaving the man unaware,0,0,0,0,0,1,0,0
2838,on the lrt a woman used her large scarf to quietly swipe a sony walkman from a man’s pocket as the train approached the station she exited the train with the walkman concealed in her scarf,0,0,0,0,0,1,0,0
2839,on a bus heading to quezon avenue a man pretended to lose his balance as the bus swerved in that moment he secretly steal a huawei p30 pro from another passenger’s jacket pocket and quickly moved to the back before exiting,0,0,0,0,0,1,0,0
2840,while waiting for a train at santolan station a woman unnoticeably snatch a wallet from a man’s back pocket as she brushed past him she quickly blended into the crowd before he even realized what had happened,0,0,0,0,0,1,0,0
2841,during the evening rush on the mrt i saw a woman carrying multiple shopping bags as the train jolted a man bumped into her using the opportunity to unnoticeably snatch a pair of newly bought nike sneakers from one of her bags he quickly moved away and she didn’t notice the theft until much later,0,0,0,0,0,1,0,0
2842,at recto station i noticed a man dressed as a tourist complete with a map and camera as he asked for directions a seemingly helpful passerby distracted him while another person covertly pilfered a wallet out of the tourist's backpack the thief disappeared into the crowd leaving the tourist unaware,0,0,0,0,0,1,0,0
2843,on the mrt i was seated behind a student who placed his book bag on the floor between his feet at one of the stops i saw a man stealthily filch a nintendo switch from the bag sliding it into his own as he exited at the next station the student remained unaware,0,0,0,0,0,1,0,0
2844,on a jeepney ride to divisoria a man sat beside a woman who had expensive oakley sunglasses hanging from her shirt collar as the jeepney made a sudden stop the man quietly swipe the sunglasses and replaced them with a cheap counterfeit pair he got off at the next stop leaving the woman unaware until later,0,0,0,0,0,1,0,0
2845,in an fx van headed to makati i was seated behind a man wearing beats by dre headphones around his neck as the van got crowded a person next to him secretly steal the headphones pretending to fix his own bag the thief got off at the next stop leaving the man confused when he noticed his headphones were gone,0,0,0,0,0,1,0,0
2846,on a bus to alabang i noticed a man sleeping with his backpack on his lap as the bus hit a bump another passenger sitting beside him unnoticeably stolen an ipad mini from the front pocket stashing it in his coat the thief quickly got off at the next stop leaving the sleeping man unaware,0,0,0,0,0,1,0,0
2847,riding the mrt during rush hour i noticed a woman standing with her purse slung over her shoulder as the train approached the station a man behind her unnoticeably snatch a chanel perfume bottle from her purse he quickly concealed it in his coat and exited the train as the doors opened,0,0,0,0,0,1,0,0
2848,on a rainy day at the lrt i noticed a man struggling with his umbrella as he entered the train as people shifted to avoid getting wet another man covertly pilfered a wallet from a woman’s bag the thief quickly exited at the next station leaving her unaware until later,0,0,0,0,0,1,0,0
2849,riding a jeepney to monumento i saw a man seated beside a woman texting on her phone as the jeepney slowed to let passengers off he quickly snatched her phone and jumped off before she could react the woman was left shocked and phone-less as the jeepney drove away,0,0,0,0,0,1,0,0
2850,on a crowded bus heading to baclaran i saw a man taking advantage of the lack of space positioning himself behind a woman with a shoulder bag as the bus jerked to a halt he quietly swipe a brand-new iphone 14 pro max from her bag slipping it into his coat pocket he exited at the next stop leaving her oblivious until much later,0,0,0,0,0,1,0,0
2851,i was on a crowded bus when i saw a man standing next to a woman holding her purse he seemed suspicious glancing around nervously i watched as he covertly pilfer her wallet slipping it into his pocket and quickly moving away through the crowd,0,0,0,0,0,1,0,0
2852,on the train during rush hour i noticed a man standing close to a lady with a backpack his hand slowly unzipped her bag and i realized he was trying to secretly steal her phone before anyone noticed he blended into the crowd unnoticed,0,0,0,0,0,1,0,0
2853,waiting for the next subway stop i saw a teenager standing very close to an elderly man as we bumped along i caught sight of him stealthily filch the man’s wallet from his jacket pocket and slip away at the next station as if nothing happened,0,0,0,0,0,1,0,0
2854,i was on a busy train when i noticed a young man standing suspiciously close to a woman with a purse in her hand as the train rocked he took the chance to quietly swipe her phone from her purse without her even realizing it and blended into the crowd,0,0,0,0,0,1,0,0
2855,while riding the bus i saw a man bump into another passenger i thought it was just an accident but then i realized he had unnoticeably snatch her phone from her coat pocket he quickly walked toward the door before anyone else seemed to realize what happened,0,0,0,0,0,1,0,0
2856,i watched a girl on the subway talking to her friend when a man behind her stood too close after a few seconds she looked for her phone but it had been unnoticeably stolen from her coat pocket by that man who quickly moved toward the exit unnoticed,0,0,0,0,0,1,0,0
2857,on a crowded bus a woman standing near the door seemed unaware that a man behind her was reaching into her bag i noticed his quick hand movements as he pickpocketed her wallet without her noticing by the time she realized he was already gone,0,0,0,0,0,1,0,0
2858,i was on a busy subway when i saw a man standing close to a businesswoman talking on her phone as she got distracted he covertly pilfer her wallet from her open bag it was so smooth she didn’t even notice as he slipped off the train at the next stop,0,0,0,0,0,1,0,0
2859,while i was riding the bus i noticed a teenager stand too close to an older woman with a large bag as the bus stopped the teen quietly swipe her wallet from the front pocket of her bag before anyone had a chance to realize what had happened he vanished,0,0,0,0,0,1,0,0
2860,i was on a crowded train watching people as they shuffled in when i saw a man slowly unzip the bag of the woman in front of him before i could react he managed to secretly steal her phone and quickly disappeared into the crowd when the train reached the station,0,0,0,0,0,1,0,0
2861,while waiting to board the bus i saw a man standing very close to another passenger as the bus stopped he bumped into the person and managed to unnoticeably snatch his wallet without anyone realizing by the time we boarded the thief was long gone,0,0,0,0,0,1,0,0
2862,i stood by the doors on a crowded train when i noticed a man behind a woman carrying a backpack he pretended to adjust his jacket but in reality he managed to stealthily filch her wallet from the side pocket without her noticing at all,0,0,0,0,0,1,0,0
2863,on a crowded train i saw a young man reaching into the coat pocket of an elderly passenger he moved so quickly that the man didn’t notice anything had happened until it was too late by then he had already been pickpocketed and the thief was gone,0,0,0,0,0,1,0,0
2864,during rush hour i noticed a man standing suspiciously close to a young woman with a bag he kept glancing around nervously and before i knew it he had covertly pilfer her phone from her purse and disappeared into the sea of commuters at the next stop,0,0,0,0,0,1,0,0
2865,i was on the train when i saw a man slowly unzip a backpack belonging to a woman standing in front of him she didn’t even realize her wallet had been unnoticeably stolen from her bag until she reached for it later and found it completely gone,0,0,0,0,0,1,0,0
2866,while standing on a packed bus i noticed a man pretending to adjust his coat near a woman with an open bag with swift movements he managed to quietly swipe her wallet from the side pocket and slip it into his coat unnoticed,0,0,0,0,0,1,0,0
2867,i watched as a man positioned himself close to a distracted woman on the subway while she looked at her phone he slowly unzipped her bag and managed to secretly steal her wallet by the time she noticed anything was wrong the man was already gone,0,0,0,0,0,1,0,0
2868,on a crowded bus during rush hour i saw a man standing near a woman holding her purse as the bus jolted he unnoticeably snatch her phone from her hand without her noticing and by the time the bus stopped he had already disappeared into the crowd,0,0,0,0,0,1,0,0
2869,i stood near the back of the bus when i saw a man reach into the coat pocket of a woman standing by the door he was so quick she didn’t even realize she had been pickpocketed by the time she noticed her wallet was gone the man had already left,0,0,0,0,0,1,0,0
2870,while waiting for my stop i saw a man near the door standing close to an older gentleman as the train rocked he took the opportunity to stealthily filch the man’s wallet from his coat pocket without anyone else noticing what he had done,0,0,0,0,0,1,0,0
2871,i was riding the subway when i noticed a man positioning himself next to a young woman with a large purse while pretending to be distracted he covertly pilfer her phone from her bag and quickly moved toward the door as the train arrived at the next stop,0,0,0,0,0,1,0,0
2872,i watched a man slowly unzip the backpack of a woman standing in front of him on the bus while she was busy texting on her phone he managed to secretly steal her wallet and smoothly disappeared into the crowd before anyone realized what had happened,0,0,0,0,0,1,0,0
2873,on a busy train i saw a man standing close to another passenger with a large backpack as the train rocked he quietly swipe the wallet from the side pocket of the bag and quickly moved toward the door before anyone had a chance to notice his actions,0,0,0,0,0,1,0,0
2874,while standing near the doors on the bus i noticed a man bump into another passenger as the bus lurched forward with a swift motion he managed to unnoticeably snatch the man’s phone from his jacket pocket without him even realizing what had happened,0,0,0,0,0,1,0,0
2875,on the train i saw a woman who looked confused after checking her pockets she had been pickpocketed by a man standing close to her earlier she didn’t even notice when her wallet had disappeared by the time she realized the man was long gone,0,0,0,0,0,1,0,0
2876,i was riding the train during rush hour trying to keep my balance as more people crowded in i held my bag close to me but with the constant jostling it was hard to keep track when i reached my stop i quickly realized my wallet had been unnoticeably stolen from my front pocket without me feeling a thing it was a shock because i had been so careful holding onto my belongings but in the sea of people it was impossible to notice when it happened i felt violated and helpless knowing my personal items were gone,0,0,0,0,0,1,0,0
2877,on the bus i had my backpack slung over one shoulder trying to keep an eye on my surroundings as i stood by the exit when the bus came to a sudden halt i felt a slight tug but dismissed it as just the movement of the vehicle when i got off the bus and checked my bag my heart sank my phone was gone someone had covertly pilfer it from the side pocket while i was distracted by the chaos on the bus i was devastated realizing how quickly and skillfully someone had taken advantage of the situation,0,0,0,0,0,1,0,0
2878,i was on a crowded subway train my thoughts occupied by the conversation i was having on my phone with one hand holding the pole and the other clutching my bag i felt secure but when the train jerked to a stop i briefly let go of my bag to steady myself in that moment someone managed to quietly swipe my wallet from my bag by the time i noticed anything was missing it was too late the train was already moving again and the thief had blended into the crowd i was left with nothing but frustration and disbelief,0,0,0,0,0,1,0,0
2879,as i stood on the packed bus i kept my backpack in front of me thinking it would be safer there with so many people around i didnt notice the man standing behind me until it was too late when i reached my stop and unzipped my bag my wallet was gone someone had managed to stealthily filch it without me feeling a thing i had been so focused on getting through the crowd that i didnt realize someone had taken advantage of the situation i felt violated knowing that a stranger had taken something so personal,0,0,0,0,0,1,0,0
2880,on a busy morning commute i boarded the train and found a spot near the door it was crowded as usual so i kept my bag close to my side as the train swayed i didnt notice the person next to me getting too close it wasnt until i reached into my bag for my ticket that i realized my phone was gone someone had unnoticeably snatch it from my bag without me even realizing i felt a mix of anger and disbelief knowing that in just a few seconds my phone had been taken and the person responsible had likely already escaped,0,0,0,0,0,1,0,0
2881,i was on the subway during rush hour sandwiched between people all around me i kept my hand on my purse but with the constant movement of the train and the crowd i couldnt keep track of everything suddenly i noticed a man brushing against me but thought nothing of it until i got off the train and checked my purse my wallet was gone someone had managed to secretly steal it without me realizing the entire experience left me feeling vulnerable and foolish for not being more aware of my surroundings,0,0,0,0,0,1,0,0
2882,while waiting for the bus i was scrolling through my phone with my bag hanging from my shoulder i didnt notice the man standing behind me until it was too late as the bus arrived and i moved to get on i felt a slight tug on my bag but didnt think much of it when i reached into my bag to grab my wallet it was gone i had been pickpocketed by the time i realized what had happened the man was nowhere to be seen it was infuriating knowing that someone had taken advantage of the crowded bus stop to steal from me,0,0,0,0,0,1,0,0
2883,i was on a crowded train holding onto the pole with one hand and my bag with the other as more people packed in i didnt realize that my bag was now out of my sight when i finally got to my stop i reached into my bag for my wallet but it was gone my wallet had been unnoticeably stolen while i was preoccupied with staying upright in the crowded car the realization hit me hard as i stood on the platform knowing that my money cards and id were now in the hands of a thief who had taken advantage of the situation,0,0,0,0,0,1,0,0
2884,i was standing on the crowded bus my bag slung over my shoulder trying to keep my balance as the bus moved along i felt someone brush against me but assumed it was just the usual jostling when i got off the bus i reached for my phone but it was gone someone had covertly pilfer it from the front pocket of my bag without me even noticing i was shocked that it could happen so quickly and without me realizing the whole experience left me feeling angry and helpless knowing my belongings were now in the hands of a thief,0,0,0,0,0,1,0,0
